,Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
192,Portugal,PRT,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,60.3779983520508,62.452999114990206,62.9189987182617,63.2529983520508,64.995002746582,65.3249969482422,67.7089996337891,68.4769973754883,68.8300018310547,69.5289993286133,71.3310012817383,72.3059997558594,73.13600158691409,75.4100036621094,76.2720031738281,77.359001159668,78.7200012207031,79.375,80.0690002441406,79.7880020141602
193,Paraguay,PRY,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,74.54100036621091,71.6559982299805,69.45200347900389,69.42600250244139,69.963996887207,69.3889999389648,64.5699996948242,68.9120025634766,69.3929977416992,67.9359970092773,71.3249969482422,69.0780029296875,73.1940002441406,71.6559982299805,69.31900024414061,75.9540023803711,74.9150009155273,76.3830032348633,76.9499969482422,77.161003112793
194,West Bank and Gaza,PSE,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,54.02799987792971,54.1220016479492,53.5789985656738,63.6360015869141,61.57099914550779,58.4129981994629,58.0530014038086,59.362998962402294,56.9850006103516,54.298000335693395,56.9449996948242,60.7430000305176,62.5870018005371,65.0749969482422,67.39499664306639,68.7389984130859,72.8949966430664,75.1859970092773,75.53700256347659,73.29100036621091
195,Pacific island small states,PSS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,36.0653865584643,36.6108041856391,36.3876051464191,36.3810538023209,35.791848454330704,35.844290949485504,36.4765119129724,37.205725962245495,37.5267663850318,37.359349419415395,37.5563576834538,37.3890504109585,37.8605585674159,38.022937623288996,38.2753616196511,38.4735937606572,39.2726725390558,39.6804109264099,39.8938873681389,38.5458639480185
196,Post-demographic dividend,PST,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,78.439563884812,79.1798816093891,79.8635462768693,80.620293478838,81.37771679012809,81.9365078104206,82.516342465076,83.19922426212149,83.5285234114663,83.77141245849191,84.50139947864429,85.379129330157,85.69344709229921,85.7583987818377,85.94357437972799,86.19831380888479,86.5666835504017,86.67614527532992,86.90609839644009,86.91905152241779
197,French Polynesia,PYF,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,84.2570037841797,84.8059997558594,85.7070007324219,86.1179962158203,86.46399688720699,87.00399780273442,87.0510025024414,87.34100341796879,87.5759963989258,87.4759979248047,87.13500213623051,86.46399688720699,86.85399627685551,87.1230010986328,87.4240036010742,87.7030029296875,87.7580032348633,88.1439971923828,88.1829986572266,88.0149993896484
198,Qatar,QAT,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,97.99099731445308,97.83599853515629,97.5329971313477,96.9769973754883,96.9710006713867,96.85399627685551,96.69300079345699,96.4219970703125,96.0849990844727,94.8050003051758,95.5670013427734,93.2129974365234,94.7119979858398,95.8560028076172,95.6399993896484,95.5250015258789,94.7639999389648,93.96099853515629,93.3759994506836,93.1740036010742
199,Romania,ROU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,32.0660018920898,31.6889991760254,31.705999374389602,31.6949996948242,35.515998840331996,36.353000640869105,40.97999954223629,42.180000305175795,43.271999359130895,44.3370018005371,45.770999908447294,47.3499984741211,47.744998931884794,49.0390014648438,48.9939994812012,49.5579986572266,49.994998931884794,54.3639984130859,56.3170013427734,57.3429985046387
200,Russian Federation,RUS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,69.83200073242189,65.9560012817383,66.49900054931639,67.8690032958984,68.4079971313477,69.3809967041016,70.3990020751953,70.6999969482422,71.55999755859379,72.8669967651367,74.1630020141602,75.681999206543,76.61399841308591,77.08599853515629,77.38600158691409,77.5989990234375,78.2070007324219,78.7099990844727,78.86900329589841,78.8990020751953
201,Rwanda,RWA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,5.1939997673034695,5.2960000038147,5.42199993133545,5.618000030517581,6.08900022506714,6.30299997329712,6.6710000038147,7.199999809265139,7.71999979019165,8.33300018310547,9.02299976348877,9.50100040435791,10.178999900817901,10.8439998626709,11.638999938964801,14.5319995880127,18.919000625610398,19.881999969482397,20.2600002288818,20.6389999389648
202,South Asia,SAS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,13.741121662864499,14.082841541302098,14.2462311345173,14.4150336983056,15.0974161078859,15.6135815924021,15.6233876398513,15.949021369796698,16.2425136890273,16.4198424269767,16.7125626412682,17.1018679519349,17.6654597318131,19.081261664855102,20.5433913011784,21.3061544728427,21.8340533610823,22.5832265491469,23.449448881549397,24.0198653837531
203,Saudi Arabia,SAU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,97.47899627685551,97.3259963989258,96.2310028076172,98.1230010986328,98.1750030517578,98.3929977416992,98.5260009765625,98.6169967651367,98.5670013427734,98.2020034790039,98.6780014038086,98.40499877929692,98.2679977416992,98.28099822998051,98.1500015258789,97.89700317382808,98.05699920654301,97.8949966430664,97.91100311279301,97.8339996337891
204,Sudan,SDN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,14.359999656677198,14.7239999771118,15.079000473022498,15.6789999008179,15.8839998245239,16.993999481201197,17.25,18.2250003814697,19.7970008850098,21.556999206543,22.7089996337891,23.2950000762939,23.6469993591309,23.169000625610398,21.2749996185303,21.676000595092802,22.117000579834,22.652000427246104,22.8430004119873,21.881999969482397
205,Senegal,SEN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,45.6479988098145,47.0069999694824,47.4609985351563,47.862998962402294,48.770999908447294,49.5089988708496,51.101001739502,51.744998931884794,52.701999664306605,43.880001068115206,36.3409996032715,31.364999771118196,28.92799949646,28.0499992370605,27.736999511718803,27.8320007324219,28.2049999237061,28.0790004730225,28.5230007171631,28.7350006103516
206,Singapore,SGP,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,74.4179992675781,74.8239974975586,78.931999206543,78.765998840332,79.1940002441406,79.302001953125,80.2740020751953,82.61399841308591,82.4739990234375,82.0329971313477,82.6050033569336,77.3820037841797,78.463996887207,85.3399963378906,85.2040023803711,85.1389999389648,87.4069976806641,87.5719985961914,88.2519989013672,88.2259979248047
207,Solomon Islands,SLB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,21.9109992980957,21.698999404907198,20.1149997711182,20.1770000457764,19.048999786377,18.277999877929698,18.892999649047898,20.4790000915527,21.0820007324219,21.0049991607666,21.4419994354248,21.090999603271502,21.827999114990202,21.624000549316396,22.128999710082997,22.408000946044897,22.3169994354248,22.5639991760254,22.9580001831055,21.4689998626709
208,Sierra Leone,SLE,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,32.2229995727539,31.6860008239746,32.437999725341804,30.988000869751,33.2630004882813,33.7630004882813,33.0410003662109,33.4300003051758,33.5859985351563,34.2039985656738,34.7379989624023,35.109001159668004,36.2120018005371,36.986000061035206,39.0800018310547,42.2400016784668,42.905998229980504,39.07899856567379,39.387001037597706,39.6319999694824
209,El Salvador,SLV,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,68.6880035400391,71.1259994506836,71.9879989624023,73.8249969482422,73.9079971313477,74.3499984741211,75.0250015258789,75.1949996948242,76.3960037231445,75.8280029296875,74.6529998779297,76.927001953125,76.31300354003909,74.83399963378909,76.5989990234375,77.9899978637695,77.9410018920898,76.61000061035159,78.9199981689453,78.7720031738281
210,San Marino,SMR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
211,Somalia,SOM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,2.56800007820129,2.57599997520447,2.5729999542236297,2.5869998931884797,2.61299991607666,2.6389999389648398,2.6559998989105202,2.67400002479553,2.6710000038147004,2.70000004768372,2.70799994468689,2.71199989318848,2.7339999675750697,2.75099992752075,2.7709999084472696,2.78600001335144,2.79900002479553,2.80800008773804,2.8199999332427996,2.8220000267028795
212,Serbia,SRB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,52.3129997253418,51.887001037597706,48.4010009765625,48.95500183105471,53.6629981994629,56.2910003662109,57.2560005187988,59.1619987487793,62.15299987792971,60.8549995422363,57.9809989929199,61.369998931884794,63.992000579834006,64.05599975585939,63.9189987182617,63.07099914550779,65.1869964599609,66.7949981689453,67.53399658203129,67.1330032348633
213,Sub-Saharan Africa (excluding high income),SSA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,24.0680304879303,24.656354889154,25.221290127761698,25.664628430453803,25.0095945972275,25.646855935749397,27.093748795307803,27.548898739274897,28.220362465300898,29.0154259152344,30.09094045702,30.713477668115395,32.5014853120192,32.7148223898051,32.8369833953639,33.0047640695857,33.490264622310804,33.988576546996605,34.1175112925881,34.218120341107394
214,South Sudan,SSD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,20.4449996948242,20.6110000610352,20.6720008850098,20.929000854492198,21.371000289917,21.371999740600604,21.80299949646,22.1709995269775,22.462999343872102,22.885999679565398,23.1630001068115,24.2639999389648,24.2719993591309,21.614000320434602,13.614000320434599,16.5669994354248,15.789999961853,14.914999961853,12.7950000762939,12.3979997634888
215,Sub-Saharan Africa,SSF,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,24.0680304879303,24.656354889154,25.221290127761698,25.664628430453803,25.0095945972275,25.646855935749397,27.093748795307803,27.548898739274897,28.220362465300898,29.0154259152344,30.09094045702,30.713477668115395,32.5014853120192,32.714822389805,32.8369833953639,33.0047640695857,33.490264622310804,33.988576546996605,34.1175112925881,34.218120341107394
216,Small states,SST,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,56.878702790878,56.687201161006,57.5085684504899,59.049411324668,59.692025044158896,60.161014133179705,60.8518902509464,61.8139924351001,62.815540179491904,63.7506836677367,63.9575305433078,63.6970460418141,64.2932728746913,64.4215535036527,64.7676328075523,65.1357268509116,65.34999359568249,65.6237081941327,66.1967437562141,66.1046924355549
217,Sao Tome and Principe,STP,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,74.0120010375977,75.7969970703125,75.4879989624023,75.3960037231445,76.9599990844727,78.0589981079102,77.8479995727539,80.0979995727539,76.2509994506836,75.8300018310547,77.83399963378909,75.6149978637695,77.927001953125,79.2289962768555,79.53399658203129,81.015998840332,82.7740020751953,83.677001953125,84.0429992675781,85.38999938964841
218,Suriname,SUR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,86.87100219726558,97.7220001220703,94.3690032958984,92.9940032958984,90.7030029296875,89.0739974975586,86.4919967651367,87.7470016479492,87.3470001220703,86.78600311279301,87.6320037841797,89.79199981689449,91.3339996337891,91.3339996337891,91.7900009155273,92.5070037841797,91.98300170898442,92.01599884033199,91.4940032958984,91.5139999389648
219,Slovak Republic,SVK,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,67.35500335693361,69.1959991455078,70.5260009765625,70.7269973754883,69.6699981689453,70.6729965209961,70.86199951171879,72.1279983520508,72.8290023803711,73.4550018310547,73.3980026245117,75.7779998779297,77.1340026855469,77.2020034790039,77.4020004272461,79.09300231933591,78.3470001220703,77.9199981689453,77.4189987182617,77.4800033569336
220,Slovenia,SVN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,57.771999359130895,61.2750015258789,61.9869995117188,61.361000061035206,61.66999816894529,65.5989990234375,64.8629989624023,65.5230026245117,67.09799957275389,66.7880020141602,68.90899658203129,69.2870025634766,70.9390029907227,73.7279968261719,73.8949966430664,73.4909973144531,72.495002746582,74.6449966430664,76.6699981689453,77.4059982299805
221,Sweden,SWE,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,86.6920013427734,86.9980010986328,87.3550033569336,88.8339996337891,88.7060012817383,89.2770004272461,89.30999755859379,89.83599853515629,89.7310028076172,89.8759994506836,90.8339996337891,91.3420028686523,91.43199920654301,91.5199966430664,91.3219985961914,91.2639999389648,91.89099884033199,92.06500244140629,92.04299926757808,92.11599731445308
222,Swaziland,SWZ,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,10.625,10.6000003814697,11.309000015258801,11.2180004119873,11.5430002212524,11.994999885559098,12.187000274658198,12.4040002822876,12.7729997634888,13.7270002365112,13.7950000762939,13.78600025177,13.947999954223599,14.1920003890991,14.2559995651245,14.788999557495101,15.020000457763699,14.8500003814697,14.5839996337891,14.498000144958501
223,Sint Maarten (Dutch part),SXM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
224,Seychelles,SYC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
225,Syrian Arab Republic,SYR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,32.910999298095696,33.4589996337891,32.9659996032715,36.800998687744105,34.8860015869141,41.5349998474121,51.0359992980957,59.5929985046387,64.2009963989258,65.90899658203129,68.1039962768555,69.6230010986328,68.6190032958984,78.7289962768555,75.38999938964841,71.786003112793,69.4879989624023,66.7910003662109,64.2389984130859,64.08200073242189
226,Turks and Caicos Islands,TCA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
227,Chad,TCD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,3.5269999504089395,3.4790000915527304,3.3550000190734903,3.5659999847412096,3.85199999809265,3.76200008392334,3.99200010299683,4.20300006866455,4.08900022506714,4.100999832153319,4.06899976730347,4.15799999237061,4.111000061035161,4.13500022888184,4.24300003051758,4.35200023651123,4.521999835968019,4.47100019454956,4.5630002021789595,4.538000106811519
228,East Asia & Pacific (IDA & IBRD countries),TEA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,23.2701265229718,24.6218861539949,25.3458772368194,26.7560672730511,28.083001057597603,28.9083993822812,30.7380524245361,32.4949211872486,34.8378486683462,37.103835414167705,38.867031585378,41.0564905699877,42.98820883264971,45.061625575413295,46.920177740784595,49.0451449498379,51.1674290367784,53.29816283701879,55.0358321792318,56.22860648151179
